Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;gross margin percentage;gross income;Rating
105-31-1824;A;Yangon;Member;Male;Sports and travel;$69.52;0.67;0.05;510972.0;01/02/2019;15:10:00;Credit card;4.761.904.762;0.05;0.75
249-42-3782;A;Yangon;Normal;Male;Health and beauty;$70.01;0.44;0.39;3675525.0;03/01/2019;11:36:00;Ewallet;4.761.904.762;0.39;0.25
316-55-4634;B;Mandalay;Member;Male;Food and beverages;$80.05;0.44;0.45;4202625.0;26/01/2019;12:45:00;Credit card;4.761.904.762;0.45;0.9
733-33-4967;C;Naypyitaw;Normal;Male;Electronic accessories;$20.85;0.78;0.0;175.14;03/03/2019;19:17:00;Cash;4.761.904.762;0.0;0.38
608-27-6295;B;Mandalay;Member;Male;Electronic accessories;$52.89;0.56;0.04;333207.0;19/01/2019;17:34:00;Credit card;4.761.904.762;0.04;0.97
414-12-7047;B;Mandalay;Normal;Male;Food and beverages;$19.79;0.78;0.02;166236.0;18/01/2019;12:04:00;Ewallet;4.761.904.762;0.02;0.78
827-26-2100;A;Yangon;Member;Male;Home and lifestyle;$33.84;0.89;0.03;319788.0;21/03/2019;16:21:00;Ewallet;4.761.904.762;0.03;0.8
175-54-2529;A;Yangon;Member;Male;Food and beverages;$22.17;0.78;0.02;186228.0;03/03/2019;17:01:00;Credit card;4.761.904.762;0.02;0.93
139-52-2867;C;Naypyitaw;Normal;Female;Fashion accessories;$22.51;0.67;0.18;1654485.0;13/02/2019;10:50:00;Credit card;4.761.904.762;0.18;0.13
407-63-8975;A;Yangon;Normal;Male;Food and beverages;$73.88;0.56;0.05;465444.0;23/03/2019;19:16:00;Ewallet;4.761.904.762;0.05;0.07
342-65-4817;C;Naypyitaw;Member;Male;Health and beauty;$86.80;0.22;0.0;273.42;28/01/2019;16:47:00;Ewallet;4.761.904.762;0.0;0.98
130-98-8941;C;Naypyitaw;Normal;Male;Fashion accessories;$64.26;0.67;0.05;472311.0;09/02/2019;10:00:00;Cash;4.761.904.762;0.05;0.28
434-83-9547;C;Naypyitaw;Member;Male;Food and beverages;$38.47;0.78;0.03;323148.0;23/01/2019;11:51:00;Cash;4.761.904.762;0.03;0.62
851-28-6367;A;Yangon;Member;Male;Sports and travel;$15.50;1.0;0.0;162.75;23/03/2019;10:55:00;Ewallet;4.761.904.762;0.0;0.67
824-88-3614;C;Naypyitaw;Normal;Male;Health and beauty;$34.31;0.78;0.03;288204.0;25/01/2019;15:00:00;Ewallet;4.761.904.762;0.03;0.28
586-25-0848;A;Yangon;Normal;Female;Sports and travel;$12.34;0.67;0.01;90699.0;04/03/2019;11:19:00;Credit card;4.761.904.762;0.01;0.45
895-66-0685;B;Mandalay;Member;Male;Food and beverages;$18.08;0.22;0.01;56952.0;05/03/2019;19:46:00;Ewallet;4.761.904.762;0.01;0.67
305-14-0245;B;Mandalay;Member;Female;Home and lifestyle;$94.49;0.78;0.08;793716.0;03/03/2019;19:00:00;Ewallet;4.761.904.762;0.08;0.58
732-04-5373;B;Mandalay;Member;Male;Home and lifestyle;$46.47;0.33;0.02;195174.0;08/02/2019;10:53:00;Cash;4.761.904.762;0.02;0.5
400-60-7251;A;Yangon;Normal;Male;Home and lifestyle;$74.07;0.0;0.08;777735.0;10/02/2019;12:50:00;Ewallet;4.761.904.762;0.08;0.98
593-65-1552;C;Naypyitaw;Normal;Female;Home and lifestyle;$69.81;0.33;0.03;293202.0;28/01/2019;20:50:00;Credit card;4.761.904.762;0.03;0.32
284-34-9626;B;Mandalay;Normal;Female;Home and lifestyle;$77.04;0.22;0.03;242676.0;11/02/2019;10:39:00;Credit card;4.761.904.762;0.03;0.53
437-58-8131;B;Mandalay;Normal;Female;Fashion accessories;$73.52;0.11;0.02;154392.0;15/01/2019;13:41:00;Ewallet;4.761.904.762;0.02;0.1
286-43-6208;C;Naypyitaw;Normal;Female;Food and beverages;$87.80;0.89;0.0;829.71;16/03/2019;19:08:00;Cash;4.761.904.762;0.0;0.87
641-43-2399;B;Mandalay;Normal;Male;Home and lifestyle;$25.55;0.33;0.0;107.31;26/01/2019;20:23:00;Ewallet;4.761.904.762;0.0;0.28
831-07-6050;A;Yangon;Normal;Male;Electronic accessories;$32.71;0.44;0.18;1717275.0;19/03/2019;11:30:00;Credit card;4.761.904.762;0.18;0.98
556-86-3144;C;Naypyitaw;Member;Female;Fashion accessories;$74.29;0.0;0.08;780045.0;13/01/2019;19:30:00;Cash;4.761.904.762;0.08;0.17
848-24-9445;C;Naypyitaw;Member;Male;Health and beauty;$43.70;0.11;0.0;91.77;26/03/2019;18:03:00;Cash;4.761.904.762;0.0;0.15
856-22-8149;A;Yangon;Normal;Female;Home and lifestyle;$25.29;0.0;0.03;265545.0;23/03/2019;10:13:00;Ewallet;4.761.904.762;0.03;0.35
699-01-4164;C;Naypyitaw;Normal;Male;Health and beauty;$41.50;0.33;0.0;174.3;12/03/2019;19:58:00;Credit card;4.761.904.762;0.0;0.7
420-11-4919;C;Naypyitaw;Member;Female;Food and beverages;$71.39;0.44;0.4;3747975.0;17/02/2019;19:57:00;Credit card;4.761.904.762;0.4;0.25
606-80-4905;C;Naypyitaw;Member;Female;Sports and travel;$19.15;0.56;0.01;120645.0;29/01/2019;10:01:00;Credit card;4.761.904.762;0.01;0.47
542-41-0513;B;Mandalay;Member;Female;Electronic accessories;$57.49;0.33;0.03;241458.0;15/03/2019;11:57:00;Cash;4.761.904.762;0.03;0.43
426-39-2418;C;Naypyitaw;Normal;Male;Electronic accessories;$61.41;0.67;0.48;4513635.0;14/01/2019;10:02:00;Cash;4.761.904.762;0.48;0.97
875-46-5808;B;Mandalay;Member;Male;Health and beauty;$25.90;1.0;0.0;271.95;06/02/2019;14:51:00;Ewallet;4.761.904.762;0.0;0.78
394-43-4238;B;Mandalay;Member;Male;Home and lifestyle;$17.77;0.44;0.1;932925.0;15/02/2019;12:42:00;Credit card;4.761.904.762;0.1;0.23
749-24-1565;A;Yangon;Normal;Female;Health and beauty;$23.03;0.89;0.23;2176335.0;03/01/2019;12:02:00;Ewallet;4.761.904.762;0.23;0.65
672-51-8681;C;Naypyitaw;Member;Female;Electronic accessories;$66.65;0.89;0.67;6298425.0;04/01/2019;18:19:00;Credit card;4.761.904.762;0.67;0.95
263-87-5680;C;Naypyitaw;Member;Female;Home and lifestyle;$28.53;1.0;0.03;299565.0;18/03/2019;17:38:00;Ewallet;4.761.904.762;0.03;0.63
573-58-9734;B;Mandalay;Normal;Female;Fashion accessories;$30.37;0.22;0.1;956655.0;28/03/2019;13:41:00;Ewallet;4.761.904.762;0.1;0.18
817-69-8206;B;Mandalay;Normal;Female;Electronic accessories;$99.73;0.89;1.0;9424485.0;02/03/2019;19:42:00;Credit card;4.761.904.762;1.0;0.42
888-02-0338;A;Yangon;Normal;Male;Electronic accessories;$26.23;0.89;0.26;2478735.0;25/01/2019;20:24:00;Ewallet;4.761.904.762;0.26;0.32
677-11-0152;C;Naypyitaw;Normal;Female;Food and beverages;$93.26;0.89;0.09;881307.0;16/01/2019;18:08:00;Cash;4.761.904.762;0.09;0.8
142-63-6033;B;Mandalay;Normal;Male;Home and lifestyle;$92.36;0.44;0.0;484.89;20/03/2019;19:17:00;Ewallet;4.761.904.762;0.0;0.15
656-16-1063;B;Mandalay;Normal;Male;Sports and travel;$46.42;0.22;0.02;146223.0;04/01/2019;13:24:00;Credit card;4.761.904.762;0.02;0.07
891-58-8335;B;Mandalay;Member;Female;Sports and travel;$29.61;0.67;0.23;2176335.0;11/03/2019;15:53:00;Cash;4.761.904.762;0.23;0.42
802-43-8934;A;Yangon;Normal;Male;Home and lifestyle;$18.28;0.0;0.0;19194.0;22/03/2019;15:05:00;Credit card;4.761.904.762;0.0;0.72
560-30-5617;B;Mandalay;Normal;Female;Sports and travel;$24.77;0.44;0.14;1300425.0;24/03/2019;18:27:00;Cash;4.761.904.762;0.14;0.75
319-74-2561;A;Yangon;Member;Female;Electronic accessories;$94.64;0.22;0.03;298116.0;21/02/2019;16:55:00;Cash;4.761.904.762;0.03;0.25
549-03-9315;B;Mandalay;Normal;Male;Fashion accessories;$94.87;0.78;0.08;796908.0;12/02/2019;12:58:00;Ewallet;4.761.904.762;0.08;0.78
790-29-1172;B;Mandalay;Normal;Female;Food and beverages;$57.34;0.22;0.02;180621.0;10/03/2019;18:59:00;Credit card;4.761.904.762;0.02;0.65
239-36-3640;B;Mandalay;Normal;Male;Electronic accessories;$45.35;0.56;0.03;285705.0;31/01/2019;13:44:00;Ewallet;4.761.904.762;0.03;0.35
468-01-2051;B;Mandalay;Normal;Male;Food and beverages;$62.08;0.67;0.05;456288.0;06/03/2019;13:46:00;Ewallet;4.761.904.762;0.05;0.23
389-25-3394;C;Naypyitaw;Normal;Male;Electronic accessories;$11.81;0.44;0.07;620025.0;17/02/2019;18:06:00;Cash;4.761.904.762;0.07;0.9
279-62-1445;C;Naypyitaw;Member;Female;Fashion accessories;$12.54;0.0;0.0;13167.0;21/02/2019;12:38:00;Cash;4.761.904.762;0.0;0.7
213-72-6612;A;Yangon;Normal;Male;Food and beverages;$43.25;0.11;0.01;90825.0;20/03/2019;15:56:00;Cash;4.761.904.762;0.01;0.37
746-68-6593;C;Naypyitaw;Member;Female;Sports and travel;$87.16;0.11;0.02;183036.0;11/01/2019;14:29:00;Credit card;4.761.904.762;0.02;0.95
836-82-5858;B;Mandalay;Member;Male;Health and beauty;$69.37;0.89;0.7;6555465.0;26/01/2019;19:14:00;Ewallet;4.761.904.762;0.7;0.0
583-72-1480;C;Naypyitaw;Member;Male;Electronic accessories;$37.06;0.33;0.02;155652.0;31/01/2019;16:24:00;Ewallet;4.761.904.762;0.02;0.95
466-61-5506;B;Mandalay;Member;Female;Electronic accessories;$90.70;0.56;0.0;571.41;26/02/2019;10:52:00;Cash;4.761.904.762;0.0;0.22
721-86-6247;A;Yangon;Normal;Female;Home and lifestyle;$63.42;0.78;0.06;532728.0;11/03/2019;12:55:00;Ewallet;4.761.904.762;0.06;0.57
289-65-5721;B;Mandalay;Normal;Female;Fashion accessories;$81.37;0.11;0.02;170877.0;26/01/2019;19:28:00;Cash;4.761.904.762;0.02;0.42
545-46-3100;B;Mandalay;Member;Female;Electronic accessories;$10.59;0.22;0.04;333585.0;12/03/2019;13:52:00;Credit card;4.761.904.762;0.04;0.78
418-02-5978;B;Mandalay;Normal;Female;Health and beauty;$84.09;0.89;0.84;7946505.0;11/02/2019;10:54:00;Cash;4.761.904.762;0.84;0.67
269-04-5750;B;Mandalay;Member;Male;Fashion accessories;$73.82;0.33;0.03;310044.0;21/02/2019;18:31:00;Cash;4.761.904.762;0.03;0.45
157-13-5295;A;Yangon;Member;Male;Health and beauty;$51.94;1.0;0.0;545.37;09/03/2019;18:24:00;Ewallet;4.761.904.762;0.0;0.42
645-78-8093;A;Yangon;Normal;Female;Sports and travel;$93.14;0.11;0.02;195594.0;20/01/2019;18:09:00;Ewallet;4.761.904.762;0.02;0.02
211-30-9270;C;Naypyitaw;Normal;Male;Health and beauty;$17.41;0.44;0.1;914025.0;28/01/2019;15:16:00;Credit card;4.761.904.762;0.1;0.15
755-12-3214;C;Naypyitaw;Member;Female;Fashion accessories;$44.22;0.44;0.02;232155.0;05/03/2019;17:07:00;Credit card;4.761.904.762;0.02;0.77
346-84-3103;B;Mandalay;Member;Female;Electronic accessories;$13.22;0.44;0.01;69405.0;02/03/2019;19:26:00;Cash;4.761.904.762;0.01;0.05
478-06-7835;A;Yangon;Normal;Male;Fashion accessories;$89.69;0.0;0.1;941745.0;11/01/2019;11:20:00;Ewallet;4.761.904.762;0.1;0.15
540-11-4336;A;Yangon;Normal;Male;Food and beverages;$24.94;0.89;0.03;235683.0;11/01/2019;16:49:00;Credit card;4.761.904.762;0.03;0.27
448-81-5016;A;Yangon;Normal;Male;Health and beauty;$59.77;0.11;0.01;125517.0;11/03/2019;12:01:00;Credit card;4.761.904.762;0.01;0.3
142-72-4741;C;Naypyitaw;Member;Male;Fashion accessories;$93.20;0.11;0.0;195.72;28/02/2019;18:37:00;Credit card;4.761.904.762;0.0;0.33
217-58-1179;A;Yangon;Member;Male;Home and lifestyle;$62.65;0.33;0.0;263.13;05/01/2019;11:25:00;Cash;4.761.904.762;0.0;0.03
376-02-8238;B;Mandalay;Normal;Male;Home and lifestyle;$93.87;0.78;0.08;788508.0;02/02/2019;18:42:00;Credit card;4.761.904.762;0.08;0.72
530-90-9855;A;Yangon;Member;Male;Home and lifestyle;$47.59;0.78;0.04;399756.0;01/01/2019;14:47:00;Cash;4.761.904.762;0.04;0.28
866-05-7563;B;Mandalay;Member;Female;Electronic accessories;$81.40;0.22;0.0;256.41;09/02/2019;19:43:00;Cash;4.761.904.762;0.0;0.13
604-70-6476;A;Yangon;Member;Male;Fashion accessories;$17.94;0.44;0.01;94185.0;23/01/2019;14:04:00;Ewallet;4.761.904.762;0.01;0.47
799-71-1548;A;Yangon;Member;Male;Electronic accessories;$77.72;0.33;0.03;326424.0;07/01/2019;16:11:00;Credit card;4.761.904.762;0.03;0.8
785-13-7708;B;Mandalay;Normal;Male;Food and beverages;$73.06;0.67;0.06;536991.0;14/01/2019;19:06:00;Credit card;4.761.904.762;0.06;0.03
845-51-0542;B;Mandalay;Member;Male;Food and beverages;$46.55;0.89;0.47;4398975.0;02/02/2019;15:34:00;Ewallet;4.761.904.762;0.47;0.4
662-47-5456;C;Naypyitaw;Member;Male;Fashion accessories;$35.19;1.0;0.04;369495.0;17/03/2019;19:06:00;Credit card;4.761.904.762;0.04;0.73
883-17-4236;C;Naypyitaw;Normal;Female;Sports and travel;$14.39;0.11;0.0;30219.0;02/03/2019;19:44:00;Credit card;4.761.904.762;0.0;0.53
290-68-2984;A;Yangon;Normal;Male;Home and lifestyle;$23.75;0.33;0.0;99.75;16/03/2019;11:22:00;Cash;4.761.904.762;0.0;0.2
704-11-6354;A;Yangon;Member;Male;Home and lifestyle;$58.90;0.78;0.0;494.76;06/01/2019;11:23:00;Cash;4.761.904.762;0.0;0.82
110-48-7033;B;Mandalay;Member;Male;Fashion accessories;$32.62;0.33;0.01;137004.0;29/01/2019;14:12:00;Cash;4.761.904.762;0.01;0.83
366-93-0948;A;Yangon;Member;Male;Electronic accessories;$66.35;0.0;0.07;696675.0;31/01/2019;10:46:00;Credit card;4.761.904.762;0.07;0.95
729-09-9681;A;Yangon;Member;Male;Home and lifestyle;$25.91;0.56;0.02;163233.0;05/02/2019;10:16:00;Ewallet;4.761.904.762;0.02;0.78
151-16-1484;A;Yangon;Member;Male;Electronic accessories;$32.25;0.33;0.0;135.45;13/02/2019;12:38:00;Ewallet;4.761.904.762;0.0;0.42
380-94-4661;C;Naypyitaw;Member;Male;Electronic accessories;$65.94;0.33;0.03;276948.0;07/02/2019;13:05:00;Credit card;4.761.904.762;0.03;0.48
850-41-9669;A;Yangon;Normal;Female;Electronic accessories;$75.06;0.89;0.08;709317.0;19/03/2019;13:25:00;Ewallet;4.761.904.762;0.08;0.37
821-07-3596;C;Naypyitaw;Normal;Female;Fashion accessories;$16.45;0.33;0.0;69.09;07/03/2019;14:53:00;Ewallet;4.761.904.762;0.0;0.27
655-85-5130;B;Mandalay;Member;Female;Fashion accessories;$38.30;0.33;0.0;160.86;13/03/2019;19:22:00;Cash;4.761.904.762;0.0;0.28
447-15-7839;A;Yangon;Member;Female;Sports and travel;$22.24;1.0;0.0;233.52;09/02/2019;11:00:00;Cash;4.761.904.762;0.0;0.03
154-74-7179;B;Mandalay;Normal;Male;Sports and travel;$54.45;0.0;0.06;571725.0;26/02/2019;19:24:00;Ewallet;4.761.904.762;0.06;0.65
253-12-6086;A;Yangon;Member;Female;Sports and travel;$98.40;0.67;0.0;723.24;12/03/2019;12:43:00;Credit card;4.761.904.762;0.0;0.78
808-65-0703;C;Naypyitaw;Normal;Male;Home and lifestyle;$35.47;0.33;0.02;148974.0;14/03/2019;17:22:00;Credit card;4.761.904.762;0.02;0.48
571-94-0759;B;Mandalay;Member;Female;Food and beverages;$74.60;1.0;0.0;783.3;08/01/2019;20:55:00;Cash;4.761.904.762;0.0;0.92
144-51-6085;A;Yangon;Member;Male;Home and lifestyle;$70.74;0.33;0.03;297108.0;05/01/2019;16:05:00;Credit card;4.761.904.762;0.03;0.07
731-14-2199;A;Yangon;Member;Female;Home and lifestyle;$35.54;1.0;0.0;373.17;04/01/2019;13:34:00;Ewallet;4.761.904.762;0.0;0.5
783-09-1637;B;Mandalay;Normal;Female;Sports and travel;$67.43;0.44;0.38;3540075.0;06/03/2019;18:13:00;Ewallet;4.761.904.762;0.38;0.38
687-15-1097;C;Naypyitaw;Member;Female;Health and beauty;$21.12;0.11;0.0;44352.0;03/01/2019;19:17:00;Cash;4.761.904.762;0.0;0.95
126-54-1082;A;Yangon;Member;Female;Home and lifestyle;$21.54;0.89;0.02;203553.0;07/01/2019;11:44:00;Credit card;4.761.904.762;0.02;0.8
633-91-1052;A;Yangon;Normal;Female;Home and lifestyle;$12.03;0.11;0.0;25263.0;27/01/2019;15:51:00;Cash;4.761.904.762;0.0;0.18
477-24-6490;B;Mandalay;Normal;Female;Health and beauty;$99.71;0.56;0.07;628173.0;26/02/2019;16:52:00;Ewallet;4.761.904.762;0.07;0.65
566-19-5475;B;Mandalay;Normal;Male;Fashion accessories;$47.97;0.67;0.37;3525795.0;07/01/2019;20:52:00;Cash;4.761.904.762;0.37;0.37
526-86-8552;C;Naypyitaw;Member;Female;Home and lifestyle;$21.82;1.0;0.0;229.11;07/01/2019;17:36:00;Cash;4.761.904.762;0.0;0.52
376-56-3573;C;Naypyitaw;Normal;Female;Fashion accessories;$95.42;0.33;0.04;400764.0;02/02/2019;13:23:00;Ewallet;4.761.904.762;0.04;0.4
537-72-0426;C;Naypyitaw;Member;Male;Fashion accessories;$70.99;1.0;0.08;745395.0;20/03/2019;16:28:00;Cash;4.761.904.762;0.08;0.28
828-61-5674;A;Yangon;Member;Male;Sports and travel;$44.02;1.0;0.0;462.21;20/03/2019;19:57:00;Credit card;4.761.904.762;0.0;0.93
136-08-6195;A;Yangon;Normal;Female;Home and lifestyle;$69.96;0.78;0.06;587664.0;15/02/2019;17:01:00;Credit card;4.761.904.762;0.06;0.4
523-38-0215;C;Naypyitaw;Normal;Male;Home and lifestyle;$37.00;0.0;0.0;38.85;06/03/2019;13:29:00;Credit card;4.761.904.762;0.0;0.65
490-29-1201;A;Yangon;Normal;Female;Sports and travel;$15.34;0.0;0.0;16107.0;06/01/2019;11:09:00;Cash;4.761.904.762;0.0;0.42
667-92-0055;A;Yangon;Member;Male;Health and beauty;$99.83;0.56;0.07;628929.0;04/03/2019;15:02:00;Ewallet;4.761.904.762;0.07;0.75
565-17-3836;A;Yangon;Member;Female;Health and beauty;$47.67;0.33;0.02;200214.0;12/03/2019;14:21:00;Cash;4.761.904.762;0.02;0.85
498-41-1961;B;Mandalay;Normal;Male;Health and beauty;$66.68;0.44;0.0;350.07;20/02/2019;18:01:00;Cash;4.761.904.762;0.0;0.6
593-95-4461;C;Naypyitaw;Member;Male;Home and lifestyle;$74.86;0.0;0.01;78603.0;24/03/2019;14:49:00;Cash;4.761.904.762;0.01;0.48
226-71-3580;C;Naypyitaw;Normal;Female;Sports and travel;$23.75;0.89;0.24;2244375.0;31/01/2019;12:02:00;Cash;4.761.904.762;0.24;0.92
283-79-9594;B;Mandalay;Normal;Female;Food and beverages;$48.51;0.67;0.38;3565485.0;25/01/2019;13:30:00;Credit card;4.761.904.762;0.38;0.2
430-60-3493;A;Yangon;Member;Female;Home and lifestyle;$94.88;0.67;0.07;697368.0;03/02/2019;14:38:00;Cash;4.761.904.762;0.07;0.03
139-20-0155;B;Mandalay;Member;Male;Electronic accessories;$40.30;1.0;0.0;423.15;24/01/2019;17:37:00;Credit card;4.761.904.762;0.0;0.5
558-80-4082;C;Naypyitaw;Normal;Male;Electronic accessories;$27.85;0.67;0.22;2046975.0;14/03/2019;17:20:00;Ewallet;4.761.904.762;0.22;0.33
278-97-7759;A;Yangon;Member;Female;Electronic accessories;$62.48;0.0;0.01;65604.0;18/02/2019;20:29:00;Cash;4.761.904.762;0.01;0.12
316-68-6352;A;Yangon;Member;Female;Food and beverages;$36.36;0.11;0.01;76356.0;21/01/2019;10:00:00;Cash;4.761.904.762;0.01;0.52
585-03-5943;B;Mandalay;Normal;Male;Health and beauty;$18.11;1.0;0.02;190155.0;13/03/2019;11:46:00;Ewallet;4.761.904.762;0.02;0.32
211-05-0490;C;Naypyitaw;Member;Female;Electronic accessories;$51.92;0.44;0.0;272.58;03/03/2019;13:42:00;Cash;4.761.904.762;0.0;0.58
727-75-6477;C;Naypyitaw;Normal;Male;Electronic accessories;$28.84;0.33;0.01;121128.0;29/03/2019;14:44:00;Cash;4.761.904.762;0.01;0.4
744-02-5987;A;Yangon;Member;Male;Home and lifestyle;$78.38;0.56;0.05;493794.0;10/01/2019;14:16:00;Ewallet;4.761.904.762;0.05;0.3
307-83-9164;A;Yangon;Member;Male;Home and lifestyle;$60.01;0.33;0.03;252042.0;25/01/2019;15:54:00;Cash;4.761.904.762;0.03;0.08
779-06-0012;C;Naypyitaw;Member;Female;Home and lifestyle;$88.61;0.0;0.1;930405.0;19/01/2019;10:21:00;Cash;4.761.904.762;0.1;0.62
446-47-6729;C;Naypyitaw;Normal;Male;Fashion accessories;$99.82;0.11;0.02;209622.0;02/01/2019;18:09:00;Credit card;4.761.904.762;0.02;0.45
573-10-3877;B;Mandalay;Member;Male;Health and beauty;$39.01;0.0;0.04;409605.0;12/03/2019;16:46:00;Credit card;4.761.904.762;0.04;0.12
735-06-4124;C;Naypyitaw;Normal;Male;Food and beverages;$48.61;0.0;0.05;510405.0;25/02/2019;15:31:00;Cash;4.761.904.762;0.05;0.07
439-54-7422;A;Yangon;Normal;Female;Electronic accessories;$51.19;0.33;0.02;214998.0;18/03/2019;17:15:00;Credit card;4.761.904.762;0.02;0.12
396-90-2219;B;Mandalay;Normal;Female;Electronic accessories;$14.96;0.78;0.01;125664.0;23/02/2019;12:29:00;Cash;4.761.904.762;0.01;0.77
411-77-0180;A;Yangon;Member;Male;Electronic accessories;$72.20;0.67;0.0;530.67;26/03/2019;20:14:00;Ewallet;4.761.904.762;0.0;0.05
286-01-5402;A;Yangon;Normal;Female;Sports and travel;$40.23;0.67;0.31;2956905.0;30/03/2019;13:22:00;Cash;4.761.904.762;0.31;0.93
803-17-8013;A;Yangon;Member;Female;Home and lifestyle;$88.79;0.78;0.08;745836.0;17/02/2019;17:09:00;Cash;4.761.904.762;0.08;0.02
512-98-1403;A;Yangon;Member;Female;Electronic accessories;$26.48;0.22;0.01;83412.0;21/03/2019;10:40:00;Ewallet;4.761.904.762;0.01;0.12
848-42-2560;A;Yangon;Normal;Female;Fashion accessories;$81.91;0.11;0.02;172011.0;05/03/2019;17:43:00;Cash;4.761.904.762;0.02;0.63
532-59-7201;B;Mandalay;Member;Male;Sports and travel;$79.93;0.56;0.05;503559.0;31/01/2019;14:04:00;Cash;4.761.904.762;0.05;0.25
181-94-6432;C;Naypyitaw;Member;Male;Fashion accessories;$69.33;0.11;0.02;145593.0;05/02/2019;19:05:00;Ewallet;4.761.904.762;0.02;0.95
870-76-1733;A;Yangon;Member;Female;Food and beverages;$14.23;0.44;0.08;747075.0;01/02/2019;10:08:00;Credit card;4.761.904.762;0.08;0.07
423-64-4619;A;Yangon;Member;Female;Health and beauty;$15.55;0.89;0.16;1469475.0;07/03/2019;13:12:00;Cash;4.761.904.762;0.16;0.17
227-07-4446;C;Naypyitaw;Member;Female;Electronic accessories;$78.13;1.0;0.09;820365.0;10/02/2019;20:51:00;Cash;4.761.904.762;0.09;0.07
174-36-3675;C;Naypyitaw;Member;Male;Food and beverages;$99.37;0.11;0.02;208677.0;14/02/2019;17:29:00;Cash;4.761.904.762;0.02;0.2
428-83-5800;C;Naypyitaw;Member;Female;Food and beverages;$21.08;0.22;0.01;66402.0;09/02/2019;10:25:00;Cash;4.761.904.762;0.01;0.55
603-07-0961;C;Naypyitaw;Member;Male;Electronic accessories;$74.79;0.44;0.42;3926475.0;10/01/2019;11:34:00;Cash;4.761.904.762;0.42;0.15
704-20-4138;C;Naypyitaw;Member;Female;Health and beauty;$29.67;0.67;0.23;2180745.0;11/03/2019;18:58:00;Credit card;4.761.904.762;0.23;0.68
787-15-1757;C;Naypyitaw;Member;Male;Health and beauty;$44.07;0.33;0.02;185094.0;18/02/2019;16:28:00;Ewallet;4.761.904.762;0.02;0.73
649-11-3678;C;Naypyitaw;Normal;Female;Food and beverages;$22.93;0.89;0.23;2166885.0;26/02/2019;20:26:00;Cash;4.761.904.762;0.23;0.25
622-20-1945;C;Naypyitaw;Normal;Female;Health and beauty;$39.42;0.0;0.0;41391.0;18/01/2019;15:08:00;Cash;4.761.904.762;0.0;0.73
372-94-8041;A;Yangon;Normal;Male;Health and beauty;$15.26;0.56;0.01;96138.0;15/02/2019;18:03:00;Ewallet;4.761.904.762;0.01;0.97
563-91-7120;A;Yangon;Normal;Female;Fashion accessories;$61.77;0.44;0.34;3242925.0;08/03/2019;13:21:00;Cash;4.761.904.762;0.34;0.45
746-54-5508;A;Yangon;Normal;Male;Home and lifestyle;$21.52;0.56;0.01;135576.0;17/01/2019;12:48:00;Credit card;4.761.904.762;0.01;0.9
276-54-0879;B;Mandalay;Normal;Male;Sports and travel;$97.74;0.33;0.04;410508.0;12/03/2019;19:53:00;Ewallet;4.761.904.762;0.04;0.4
815-11-1168;A;Yangon;Member;Male;Food and beverages;$99.78;0.44;0.06;523845.0;09/03/2019;19:09:00;Cash;4.761.904.762;0.06;0.23
719-76-3868;C;Naypyitaw;Member;Male;Food and beverages;$94.26;0.33;0.04;395892.0;12/03/2019;16:30:00;Cash;4.761.904.762;0.04;0.77
730-61-8757;B;Mandalay;Member;Male;Health and beauty;$51.13;0.33;0.02;214746.0;25/01/2019;10:11:00;Credit card;4.761.904.762;0.02;0.0
340-66-0321;A;Yangon;Member;Male;Electronic accessories;$36.36;0.33;0.02;152712.0;25/03/2019;13:07:00;Cash;4.761.904.762;0.02;0.6
868-81-1752;B;Mandalay;Normal;Male;Home and lifestyle;$22.02;0.89;0.02;208089.0;07/02/2019;18:48:00;Cash;4.761.904.762;0.02;0.47
634-97-8956;A;Yangon;Normal;Male;Food and beverages;$32.90;0.22;0.01;103635.0;17/02/2019;17:27:00;Credit card;4.761.904.762;0.01;0.85
566-71-1091;A;Yangon;Normal;Male;Fashion accessories;$77.02;0.44;0.04;404355.0;03/02/2019;15:59:00;Cash;4.761.904.762;0.04;0.25
442-48-3607;A;Yangon;Member;Male;Food and beverages;$23.48;0.11;0.01;49308.0;14/03/2019;11:21:00;Credit card;4.761.904.762;0.01;0.65
835-16-0096;C;Naypyitaw;Member;Male;Sports and travel;$14.70;0.44;0.01;77175.0;24/03/2019;13:48:00;Ewallet;4.761.904.762;0.01;0.75
527-09-6272;A;Yangon;Member;Female;Electronic accessories;$28.45;0.44;0.16;1493625.0;21/03/2019;10:17:00;Credit card;4.761.904.762;0.16;0.85
898-04-2717;A;Yangon;Normal;Male;Fashion accessories;$76.40;0.89;0.0;721.98;19/03/2019;15:49:00;Ewallet;4.761.904.762;0.0;0.58
692-27-8933;B;Mandalay;Normal;Female;Sports and travel;$57.95;0.56;0.04;365085.0;24/02/2019;13:02:00;Cash;4.761.904.762;0.04;0.2
633-09-3463;C;Naypyitaw;Normal;Female;Electronic accessories;$47.65;0.22;0.16;1500975.0;28/03/2019;12:58:00;Credit card;4.761.904.762;0.16;0.92
374-17-3652;B;Mandalay;Member;Female;Food and beverages;$42.82;0.89;0.04;404649.0;05/02/2019;15:26:00;Credit card;4.761.904.762;0.04;0.82
